score_phrase,title,url,release_date,platform,score,genre,editors_choice
Great,Skullgirls,http://ps3.ign.com/articles/122/1222030p1.html,9-Apr-12,PlayStation 3,8.5,Fighting,Y
Great,Anomaly: Warzone Earth,http://xboxlive.ign.com/articles/122/1222393p1.html,5-Apr-12,Xbox 360,8,Action,N
Amazing,Max Payne 3,http://www.ign.com/articles/2012/05/14/max-payne-3-review,14-May-12,PC,9,Shooter,Y
Great,Sniper Elite V2,http://www.ign.com/articles/2012/05/14/sniper-elite-v2-review,14-May-12,PlayStation 3,8,Action,N
Painful,Orion: Dino Beatdown,http://www.ign.com/articles/2012/05/14/orion-dino-beatdown-review,14-May-12,PC,2,Shooter,N
Amazing,Max Payne 3 (Special Edition),http://www.ign.com/articles/2012/05/14/max-payne-3-review,14-May-12,Xbox 360,9,Shooter,Y
Amazing,Max Payne 3 (Special Edition),http://www.ign.com/articles/2012/05/14/max-payne-3-review,14-May-12,PlayStation 3,9,Shooter,Y
Amazing,Max Payne 3,http://www.ign.com/articles/2012/05/14/max-payne-3-review,14-May-12,Xbox 360,9,Shooter,Y
Amazing,Diablo III,http://www.ign.com/articles/2012/05/14/diablo-iii-review-in-progress,14-May-12,PC,9.5,"Action, RPG",Y
Amazing,Diablo III,http://www.ign.com/articles/2012/05/14/diablo-iii-review-in-progress,14-May-12,Macintosh,9.5,"Action, RPG",Y
Good,Analogue: A Hate Story,http://www.ign.com/articles/2012/05/11/analogue-a-hate-story-review,11-May-12,PC,7,Other,N
Great,Minecraft,http://www.ign.com/articles/2012/05/09/minecraft-xbox-360-review,9-May-12,Xbox 360,8.5,Action,Y
Amazing,Starhawk,http://ps3.ign.com/articles/122/1224407p1.html,7-May-12,PlayStation 3,9,Shooter,Y
Okay,Datura,http://ps3.ign.com/articles/122/1224385p1.html,7-May-12,PlayStation 3,6,"Other, Adventure",N
Mediocre,A Valley Without Wind,http://pc.ign.com/articles/122/1224384p1.html,4-May-12,PC,5.5,Adventure,N
Good,Awesomenauts,http://xboxlive.ign.com/articles/122/1224120p1.html,1-May-12,Xbox 360,7,Shooter,N
Great,Mortal Kombat,http://vita.ign.com/articles/122/1224076p1.html,1-May-12,PlayStation Vita,8.5,Fighting,N
Good,Awesomenauts,http://ps3.ign.com/articles/122/1224122p1.html,1-May-12,PlayStation 3,7,Shooter,N
Good,Ski Safari,http://wireless.ign.com/articles/122/1224151p1.html,1-May-12,iPhone,7,Sports,N
Mediocre,Fable Heroes,http://xboxlive.ign.com/articles/122/1224020p1.html,30-Apr-12,Xbox 360,5,Action,N
Amazing,Botanicula,http://pc.ign.com/articles/122/1223867p1.html,26-Apr-12,PC,9,Adventure,Y
Okay,UEFA Euro 2012,http://pc.ign.com/articles/122/1223622p1.html,24-Apr-12,PC,6.5,Sports,N
Amazing,Sword & Sworcery EP,http://pc.ign.com/articles/122/1223604p1.html,24-Apr-12,PC,9,Adventure,Y
Good,Prototype 2,http://ps3.ign.com/articles/122/1223525p1.html,24-Apr-12,PlayStation 3,7,Action,N
Okay,UEFA Euro 2012,http://ps3.ign.com/articles/122/1223621p1.html,24-Apr-12,PlayStation 3,6.5,Sports,N
Okay,UEFA Euro 2012,http://xbox360.ign.com/articles/122/1223542p1.html,24-Apr-12,Xbox 360,6.5,Sports,N
Bad,Bloodforge,http://xboxlive.ign.com/articles/122/1223547p1.html,23-Apr-12,Xbox 360,4,Action,N
Mediocre,Resistance: Burning Skies,http://www.ign.com/articles/2012/05/28/resistance-burning-skies-review,28-May-12,PlayStation Vita,5.5,Shooter,N
Okay,Tera,http://www.ign.com/articles/2012/05/25/tera-review,25-May-12,PC,6.5,RPG,N
Mediocre,Doctor Who: The Eternity Clock,http://www.ign.com/articles/2012/05/25/doctor-who-the-eternity-clock-review,25-May-12,PlayStation 3,5.5,Action,N
Okay,Dirt Showdown,http://www.ign.com/articles/2012/05/24/dirt-showdown-review,24-May-12,PlayStation 3,6,Racing,N
Good,Super Monday Night Combat,http://www.ign.com/articles/2012/05/24/super-monday-night-combat-review,24-May-12,PC,7.5,Shooter,N
Okay,Dirt Showdown,http://www.ign.com/articles/2012/05/24/dirt-showdown-review,24-May-12,Xbox 360,6,Racing,N
Good,Gravity Rush,http://www.ign.com/articles/2012/05/24/gravity-rush-review,24-May-12,PlayStation Vita,7.5,Action,N
Okay,Atelier Meruru: The Apprentice of Arland,http://www.ign.com/articles/2012/05/24/atelier-meruru-the-apprentice-of-arland-review,24-May-12,PlayStation 3,6,RPG,N
Amazing,Velocity,http://www.ign.com/articles/2012/05/22/velocity-review,22-May-12,PlayStation Portable,9,Shooter,Y
Great,Tom Clancy's Ghost Recon: Future Soldier (Signature Edition),http://www.ign.com/articles/2012/05/22/ghost-recon-future-soldier-review,22-May-12,Xbox 360,8.5,Shooter,Y
Great,Tom Clancy's Ghost Recon: Future Soldier,http://www.ign.com/articles/2012/05/22/ghost-recon-future-soldier-review,22-May-12,PlayStation 3,8.5,Shooter,Y
Great,Tom Clancy's Ghost Recon: Future Soldier (Signature Edition),http://www.ign.com/articles/2012/05/22/ghost-recon-future-soldier-review,22-May-12,PlayStation 3,8.5,Shooter,Y
Great,Tom Clancy's Ghost Recon: Future Soldier,http://www.ign.com/articles/2012/05/22/ghost-recon-future-soldier-review,22-May-12,Xbox 360,8.5,Shooter,Y
Good,Dragon's Dogma,http://www.ign.com/articles/2012/05/21/dragons-dogma-review,21-May-12,PlayStation 3,7.5,"Action, RPG",N
Good,Sorcery,http://www.ign.com/articles/2012/05/21/sorcery-review,21-May-12,PlayStation 3,7.5,Adventure,N
Good,Dragon's Dogma,http://www.ign.com/articles/2012/05/21/dragons-dogma-review,21-May-12,Xbox 360,7.5,RPG,N
Okay,Sonic the Hedgehog 4: Episode II,http://www.ign.com/articles/2012/05/18/sonic-the-hedgehog-4-episode-ii-review,18-May-12,Xbox 360,6.5,Platformer,N
Okay,Sonic the Hedgehog 4: Episode II,http://www.ign.com/articles/2012/05/18/sonic-the-hedgehog-4-episode-ii-review,18-May-12,PlayStation 3,6.5,Platformer,N
Good,Akai Katana,http://www.ign.com/articles/2012/05/16/akai-katana-review,16-May-12,Xbox 360,7,Shooter,N
Great,Vessel,http://www.ign.com/articles/2012/05/16/vessel-review,16-May-12,PC,8,"Puzzle, Action",N
Bad,Game of Thrones,http://www.ign.com/articles/2012/05/15/game-of-thrones-review,15-May-12,PlayStation 3,4,RPG,N
Okay,Mario Tennis Open,http://www.ign.com/articles/2012/05/15/mario-tennis-open-review,15-May-12,Nintendo 3DS,6.5,"Sports, Action",N
Bad,Game of Thrones,http://www.ign.com/articles/2012/05/15/game-of-thrones-review,15-May-12,Xbox 360,4,RPG,N
Great,Sniper Elite V2,http://www.ign.com/articles/2012/05/14/sniper-elite-v2-review,14-May-12,Xbox 360,8,Action,N
Amazing,Max Payne 3,http://www.ign.com/articles/2012/05/14/max-payne-3-review,14-May-12,PlayStation 3,9,Shooter,Y
Great,Quantum Conundrum,http://www.ign.com/articles/2012/06/21/quantum-conundrum-review,21-Jun-12,PlayStation 3,8,Puzzle,N
Great,Quantum Conundrum,http://www.ign.com/articles/2012/06/21/quantum-conundrum-review,21-Jun-12,PC,8,Puzzle,N
Mediocre,Krater,http://www.ign.com/articles/2012/06/20/krater-shadows-over-solside-review,20-Jun-12,PC,5,RPG,N
Great,Ratchet & Clank Collection,http://www.ign.com/articles/2012/06/19/ratchet-clank-trilogy-review,19-Jun-12,PlayStation Vita,8.5,"Action, Compilation",N
Great,Ratchet & Clank Collection,http://www.ign.com/articles/2012/06/19/ratchet-clank-trilogy-review,19-Jun-12,PlayStation 3,8.5,"Action, Compilation",N
Awful,Steel Battalion: Heavy Armor,http://www.ign.com/articles/2012/06/19/steel-battalion-heavy-armor-review,19-Jun-12,Xbox 360,3,"Action, Simulation",N
Amazing,Sid Meier's Civilization V: Gods & Kings,http://www.ign.com/articles/2012/06/19/civilization-v-gods-and-kings-review,19-Jun-12,Macintosh,9,Strategy,Y
Amazing,Sid Meier's Civilization V: Gods & Kings,http://www.ign.com/articles/2012/06/19/civilization-v-gods-and-kings-review,19-Jun-12,PC,9,Strategy,Y
Great,LEGO Batman 2: DC Super Heroes,http://www.ign.com/articles/2012/06/18/lego-batman-2-dc-super-heroes-review,18-Jun-12,PlayStation 3,8.5,"Action, Adventure",Y
Great,LEGO Batman 2: DC Super Heroes,http://www.ign.com/articles/2012/06/18/lego-batman-2-dc-super-heroes-wii-review,18-Jun-12,Wii,8,"Action, Adventure",N
Great,LEGO Batman 2: DC Super Heroes,http://www.ign.com/articles/2012/06/18/lego-batman-2-dc-super-heroes-review,18-Jun-12,Xbox 360,8.5,"Action, Adventure",Y
Amazing,Pokemon Conquest,http://www.ign.com/articles/2012/06/15/pokemon-conquest-review,15-Jun-12,Nintendo DS,9,"Strategy, RPG",Y
Mediocre,Lollipop Chainsaw,http://www.ign.com/articles/2012/06/14/lollipop-chainsaw-review,14-Jun-12,Xbox 360,5,Action,N
Mediocre,Lollipop Chainsaw,http://www.ign.com/articles/2012/06/14/lollipop-chainsaw-review,14-Jun-12,PlayStation 3,5,Action,N
Good,Sins of a Solar Empire: Rebellion,http://www.ign.com/articles/2012/06/13/sins-of-a-solar-empire-rebellion-review,13-Jun-12,PC,7.5,Strategy,N
Good,Warlock: Master of the Arcane,http://www.ign.com/articles/2012/06/12/warlock-master-of-the-arcane-review,12-Jun-12,PC,7.5,Strategy,N
Great,Dungeon Village,http://www.ign.com/articles/2012/06/12/dungeon-village-iphone-review,12-Jun-12,iPhone,8,Simulation,N
Amazing,Metal Gear Solid HD Collection [PS Vita],http://www.ign.com/articles/2012/06/12/metal-gear-solid-hd-collection-vita-review,12-Jun-12,PlayStation Vita,9,"Action, Compilation",Y
Mediocre,Inversion,http://www.ign.com/articles/2012/06/05/inversion-review,5-Jun-12,Xbox 360,5.5,Shooter,N
Mediocre,Inversion,http://www.ign.com/articles/2012/06/05/inversion-review,5-Jun-12,PC,5.5,Shooter,N
Mediocre,Inversion,http://www.ign.com/articles/2012/06/05/inversion-review,5-Jun-12,PlayStation 3,5.5,Shooter,N
Good,Plague Inc.,http://www.ign.com/articles/2012/05/30/plague-inc-review,30-May-12,iPhone,7,Strategy,N
Amazing,Batman: Arkham City -- Harley Quinn's Revenge,http://www.ign.com/articles/2012/05/29/batman-arkham-city-harley-quinns-revenge-review,29-May-12,Xbox 360,9,Action,Y
Good,Alan Wake's American Nightmare,http://www.ign.com/articles/2012/05/29/alan-wakes-american-nightmare-review-2,29-May-12,PC,7.5,Action,N
Amazing,Batman: Arkham City -- Harley Quinn's Revenge,http://www.ign.com/articles/2012/05/29/batman-arkham-city-harley-quinns-revenge-review,29-May-12,PlayStation 3,9,Action,Y
Great,The Walking Dead: The Game -- Episode 2: Starved For Help,http://www.ign.com/articles/2012/06/27/the-walking-dead-the-game-episode-2-starved-for-help-review,27-Jun-12,Xbox 360,8.5,Adventure,Y
Great,Spec Ops: The Line,http://www.ign.com/articles/2012/06/26/spec-ops-the-line-review,26-Jun-12,Xbox 360,8,Shooter,N
Good,The Amazing Spider-Man,http://www.ign.com/articles/2012/06/26/the-amazing-spider-man-review,26-Jun-12,Xbox 360,7,Action,N
Good,The Amazing Spider-Man,http://www.ign.com/articles/2012/06/26/the-amazing-spider-man-review,26-Jun-12,PlayStation 3,7,Action,N
Good,The Amazing Spider-Man,http://www.ign.com/articles/2012/06/26/the-amazing-spider-man-3ds-game-review,26-Jun-12,Nintendo 3DS,7,Action,N
Great,Spec Ops: The Line,http://www.ign.com/articles/2012/06/26/spec-ops-the-line-review,26-Jun-12,PlayStation 3,8,Shooter,N
Great,Magic: The Gathering -- Duels of the Planeswalkers 2013,http://www.ign.com/articles/2012/06/25/magic-the-gathering-duels-of-the-planewalkers-2013-review,25-Jun-12,PC,8.5,"Card, Battle",Y
Great,Virtua Fighter 5 Final Showdown,http://www.ign.com/articles/2012/06/25/virtua-fighter-5-final-showdown-review,25-Jun-12,Arcade,8.5,Fighting,N
Great,Magic: The Gathering -- Duels of the Planeswalkers 2013,http://www.ign.com/articles/2012/06/25/magic-the-gathering-duels-of-the-planewalkers-2013-review,25-Jun-12,Xbox 360,8.5,"Card, Battle",Y
Great,Magic: The Gathering -- Duels of the Planeswalkers 2013,http://www.ign.com/articles/2012/06/25/magic-the-gathering-duels-of-the-planewalkers-2013-review,25-Jun-12,iPad,8.5,"Card, Battle",Y
Great,Escape Goat,http://www.ign.com/articles/2012/06/25/escape-goat-review,25-Jun-12,PC,8,Platformer,N
Great,Penny Arcade's On the Rain-Slick Precipice of Darkness 3,http://www.ign.com/articles/2012/06/25/penny-arcade-adventures-on-the-rain-slick-precipice-of-darkness-episode-three-review,25-Jun-12,PlayStation 3,8,RPG,N
Great,Penny Arcade's On the Rain-Slick Precipice of Darkness 3,http://www.ign.com/articles/2012/06/25/penny-arcade-adventures-on-the-rain-slick-precipice-of-darkness-episode-three-review,25-Jun-12,PC,8,RPG,N
Great,Magic: The Gathering -- Duels of the Planeswalkers 2013,http://www.ign.com/articles/2012/06/25/magic-the-gathering-duels-of-the-planewalkers-2013-review,25-Jun-12,PlayStation 3,8.5,"Card, Battle",Y
Good,Heroes of Ruin,http://www.ign.com/articles/2012/06/25/heroes-of-ruin-review,25-Jun-12,Nintendo 3DS,7,Adventure,N
Great,Virtua Fighter 5 Final Showdown,http://www.ign.com/articles/2012/06/25/virtua-fighter-5-final-showdown-review,25-Jun-12,PlayStation 3,8.5,Fighting,N
Great,Virtua Fighter 5 Final Showdown,http://www.ign.com/articles/2012/06/25/virtua-fighter-5-final-showdown-review,25-Jun-12,Xbox 360,8.5,Fighting,N
Great,Penny Arcade's On the Rain-Slick Precipice of Darkness 3,http://www.ign.com/articles/2012/06/25/penny-arcade-adventures-on-the-rain-slick-precipice-of-darkness-episode-three-review,25-Jun-12,Xbox 360,8,RPG,N
Great,Magic: The Gathering -- Duels of the Planeswalkers 2012,http://www.ign.com/articles/2012/06/25/magic-the-gathering-duels-of-the-planewalkers-2013-review,25-Jun-12,Xbox 360,8.5,"Card, Battle",Y
Mediocre,Babel Rising,http://www.ign.com/articles/2012/06/22/babel-rising-review,22-Jun-12,PlayStation 3,5,Strategy,N
Good,Tiny & Big: Grandpa's Leftovers,http://www.ign.com/articles/2012/06/22/tiny-and-big-grandpas-leftovers-review,22-Jun-12,PC,7.5,Action,N
Mediocre,Babel Rising,http://www.ign.com/articles/2012/06/22/babel-rising-review,22-Jun-12,Xbox 360,5,Strategy,N
Great,Quantum Conundrum,http://www.ign.com/articles/2012/06/21/quantum-conundrum-review,21-Jun-12,Xbox 360,8,Puzzle,N
Mediocre,LEGO Batman 2: DC Super Heroes,http://www.ign.com/articles/2012/06/21/lego-batman-2-playstation-vita3ds-review,21-Jun-12,Nintendo 3DS,5.5,"Action, Adventure",N
Mediocre,LEGO Batman 2: DC Super Heroes,http://www.ign.com/articles/2012/06/21/lego-batman-2-playstation-vita3ds-review,21-Jun-12,PlayStation Vita,5.5,"Action, Adventure",N
Great,NCAA Football 13,http://www.ign.com/articles/2012/07/06/ncaa-football-13-review,6-Jul-12,Xbox 360,8,Sports,N
Great,Endless Space [2012],http://www.ign.com/articles/2012/07/06/endless-space-review,6-Jul-12,PC,8,Strategy,N
Great,Apple Jack 2,http://www.ign.com/articles/2012/07/04/apple-jack-2-review,4-Jul-12,Xbox 360,8,Platformer,N
Okay,Test Drive: Ferrari Racing Legends,http://www.ign.com/articles/2012/07/03/test-drive-ferrari-racing-legends-review,3-Jul-12,PlayStation 3,6.5,Racing,N
Painful,Fray,http://www.ign.com/articles/2012/07/03/fray-review-2,3-Jul-12,PC,2,Action,N
Okay,Test Drive: Ferrari Racing Legends,http://www.ign.com/articles/2012/07/03/test-drive-ferrari-racing-legends-review,3-Jul-12,PC,6.5,Racing,N
Okay,Test Drive: Ferrari Racing Legends,http://www.ign.com/articles/2012/07/03/test-drive-ferrari-racing-legends-review,3-Jul-12,Xbox 360,6.5,Racing,N
Awful,Dungeon Twister,http://www.ign.com/articles/2012/07/03/dungeon-twister-review,3-Jul-12,PlayStation 3,3,Board,N
Amazing,Spelunky,http://www.ign.com/articles/2012/07/02/spelunky-review,2-Jul-12,Xbox 360,9,Platformer,Y
Okay,Roller Coaster Rampage,http://www.ign.com/articles/2012/07/02/roller-coaster-rampage-review,2-Jul-12,PC,6.5,Simulation,N
Great,Rainbow Moon,http://www.ign.com/articles/2012/06/29/rainbow-moon-review,30-Jun-12,PlayStation Vita,8,"Strategy, RPG",N
Great,Rainbow Moon,http://www.ign.com/articles/2012/06/29/rainbow-moon-review,30-Jun-12,PlayStation 3,8,"Strategy, RPG",N
Great,Fatal Frame: Deep Crimson Butterfly,http://www.ign.com/articles/2012/06/29/project-zero-2-wii-edition-review,29-Jun-12,Wii,8.5,Adventure,Y
Good,London 2012: The Official Video Game of the Olympic Games,http://www.ign.com/articles/2012/06/29/london-2012-the-official-video-game-of-the-olympic-games-ps3-review,29-Jun-12,PlayStation 3,7,Sports,N
Good,London 2012: The Official Video Game of the Olympic Games,http://www.ign.com/articles/2012/06/29/london-2012-the-official-video-game-of-the-olympic-games-xbox-360-review,29-Jun-12,Xbox 360,7,Sports,N
Great,The Elder Scrolls V: Skyrim -- Dawnguard,http://www.ign.com/articles/2012/06/28/skyrim-dawnguard-review,28-Jun-12,PlayStation 3,8,RPG,N
Great,The Elder Scrolls V: Skyrim -- Dawnguard,http://www.ign.com/articles/2012/06/28/skyrim-dawnguard-review,28-Jun-12,PC,8,RPG,N
Great,The Elder Scrolls V: Skyrim -- Dawnguard,http://www.ign.com/articles/2012/06/28/skyrim-dawnguard-review,28-Jun-12,Xbox 360,8,RPG,N
Great,Theatrhythm Final Fantasy,http://www.ign.com/articles/2012/06/28/theatrhythm-final-fantasy-review,28-Jun-12,Nintendo 3DS,8.5,"Music, Action",Y
Great,The Walking Dead: The Game -- Episode 2: Starved For Help,http://www.ign.com/articles/2012/06/27/the-walking-dead-the-game-episode-2-starved-for-help-review,27-Jun-12,PlayStation 3,8.5,Adventure,Y
Great,The Walking Dead: The Game -- Episode 2: Starved For Help,http://www.ign.com/articles/2012/06/27/the-walking-dead-the-game-episode-2-starved-for-help-review,27-Jun-12,iPad,8.5,Adventure,Y
Good,Jeremy McGrath's Offroad,http://www.ign.com/articles/2012/06/27/jeremy-mcgraths-offroad-review,27-Jun-12,PlayStation 3,7.5,Racing,N
Good,Jeremy McGrath's Offroad,http://www.ign.com/articles/2012/06/27/jeremy-mcgraths-offroad-review,27-Jun-12,Xbox 360,7.5,Racing,N
Great,The Walking Dead: The Game -- Episode 2: Starved For Help,http://www.ign.com/articles/2012/06/27/the-walking-dead-the-game-episode-2-starved-for-help-review,27-Jun-12,PC,8.5,Adventure,Y
Great,The Walking Dead: The Game -- Episode 2: Starved For Help,http://www.ign.com/articles/2012/06/27/the-walking-dead-the-game-episode-2-starved-for-help-review,27-Jun-12,Macintosh,8.5,Adventure,Y
Good,A Virus Named Tom,http://www.ign.com/articles/2012/08/02/a-virus-named-tom-review,2-Aug-12,PC,7,"Puzzle, Action",N
Great,Fieldrunners 2,http://www.ign.com/articles/2012/07/30/fieldrunners-2-review,30-Jul-12,iPhone,8.5,Strategy,N
Great,Deadlight,http://www.ign.com/articles/2012/07/30/deadlight-review,30-Jul-12,Xbox 360,8.5,Action,N
Amazing,Orcs Must Die 2,http://www.ign.com/articles/2012/07/27/orcs-must-die-2-review,27-Jul-12,PC,9,Strategy,Y
Mediocre,Foosball 2012,http://www.ign.com/articles/2012/07/27/foosball-2012-review,27-Jul-12,PlayStation Vita,5.5,Board,N
Mediocre,Foosball 2012,http://www.ign.com/articles/2012/07/27/foosball-2012-review,27-Jul-12,PlayStation 3,5.5,Board,N
Mediocre,Malicious,http://www.ign.com/articles/2012/07/27/malicious-review,27-Jul-12,PlayStation 3,5.5,Action,N
Good,The Secret World,http://www.ign.com/articles/2012/07/25/the-secret-world-review,25-Jul-12,PC,7,RPG,N
Okay,"Freakyforms: Your Creations, Alive!",http://www.ign.com/articles/2012/07/25/freakyforms-deluxe-your-creations-alive-review,25-Jul-12,Nintendo 3DS,6.5,Productivity,N
Great,Art Academy: Lessons for Everyone,http://www.ign.com/articles/2012/07/25/new-art-academy-review,25-Jul-12,Nintendo 3DS,8,Productivity,N
Mediocre,Anna,http://www.ign.com/articles/2012/07/24/anna-review,24-Jul-12,PC,5.5,Adventure,N
Great,Thomas Was Alone,http://www.ign.com/articles/2012/07/24/thomas-was-alone-review,24-Jul-12,PC,8,Platformer,N
Good,Resonance,http://www.ign.com/articles/2012/07/23/resonance-review,23-Jul-12,PC,7,Adventure,N
Amazing,Great Big War Game,http://www.ign.com/articles/2012/07/23/great-big-war-game-review,23-Jul-12,iPhone,9.5,Strategy,Y
Okay,Wreckateer,http://www.ign.com/articles/2012/07/23/wreckateer-review,23-Jul-12,Xbox 360,6.5,Action,N
Okay,Railroad Story,http://www.ign.com/articles/2012/07/19/railroad-story-review,19-Jul-12,iPhone,6,Strategy,N
Great,Asphalt 7: Heat,http://www.ign.com/articles/2012/07/18/asphalt-7-heat-review,18-Jul-12,iPhone,8,Racing,N
Great,Tony Hawk's Pro Skater HD,http://www.ign.com/articles/2012/07/18/tony-hawks-pro-skater-hd-review,18-Jul-12,Xbox 360,8,Sports,N
Great,Kingdom Hearts 3D: Dream Drop Distance,http://www.ign.com/articles/2012/07/17/kingdom-hearts-3d-dream-drop-distance-review,17-Jul-12,Nintendo 3DS,8.5,"Action, Adventure",Y
Good,Comedy Central's Indecision Game,http://www.ign.com/articles/2012/07/17/comedy-centrals-indecision-game-review,17-Jul-12,iPhone,7.5,Simulation,N
Good,Comedy Central's Indecision Game,http://www.ign.com/articles/2012/07/17/comedy-centrals-indecision-game-review,17-Jul-12,Android,7.5,Simulation,N
Great,Dyad,http://www.ign.com/articles/2012/07/12/dyad-review,13-Jul-12,PlayStation 3,8.5,"Racing, Action",Y
Good,Zuma's Revenge,http://www.ign.com/articles/2012/07/11/zumas-revenge-review-xbox-live-arcade,11-Jul-12,Xbox 360,7,Puzzle,N
Great,LEGO Batman 2: DC Super Heroes,http://www.ign.com/articles/2012/07/06/lego-batman-2-pc-review,6-Jul-12,PC,8.5,"Action, Adventure",N
Great,NCAA Football 13,http://www.ign.com/articles/2012/07/06/ncaa-football-13-review,6-Jul-12,PlayStation 3,8,Sports,N
Good,Darksiders II,http://www.ign.com/articles/2012/08/17/darksiders-ii-review-2,17-Aug-12,PC,7.5,Action,N
Amazing,Horn,http://www.ign.com/articles/2012/08/16/horn-ios-review,16-Aug-12,iPhone,9,"Action, Adventure",Y
Good,Retro/Grade,http://www.ign.com/articles/2012/08/15/retrograde-review,15-Aug-12,PlayStation 3,7,,N
Amazing,Iron Brigade,http://www.ign.com/articles/2012/08/15/iron-brigade-pc-review,15-Aug-12,PC,9,Action,Y
Okay,Cafeteria Nipponica,http://www.ign.com/articles/2012/08/15/cafeteria-nipponica-review,15-Aug-12,iPhone,6,Simulation,N
Good,Darksiders II,http://www.ign.com/articles/2012/08/14/darksiders-ii-review,14-Aug-12,Xbox 360,7.5,Action,N
