score_phrase,title,url,release_date,platform,score,genre,editors_choice
Okay,QUBE,http://pc.ign.com/articles/121/1216263p1.html,10-Jan-12,PC,6.5,Puzzle,N
Great,Choplifter HD,http://pc.ign.com/articles/121/1216129p1.html,9-Jan-12,PC,8,Action,N
Great,Choplifter HD,http://xboxlive.ign.com/articles/121/1216118p1.html,9-Jan-12,Xbox 360,8,Action,N
Okay,Samurai Sword Destiny,http://ds.ign.com/articles/121/1215785p1.html,5-Jan-12,Nintendo 3DS,6,Action,N
Mediocre,3 Heroes -- Crystal Soul,http://ds.ign.com/articles/121/1215788p1.html,5-Jan-12,Nintendo DSi,5,Adventure,N
Good,Quick Fill Q,http://ds.ign.com/articles/121/1215786p1.html,5-Jan-12,Nintendo DSi,7,Puzzle,N
Good,Venture Towns,http://wireless.ign.com/articles/121/1215930p1.html,5-Jan-12,iPhone,7,Simulation,N
Amazing,Trine 2,http://xboxlive.ign.com/articles/121/1215692p1.html,4-Jan-12,Xbox 360,9,Action,Y
Great,NFL Blitz,http://xboxlive.ign.com/articles/121/1215736p1.html,4-Jan-12,Xbox 360,8.5,"Sports, Action",N
Great,NFL Blitz,http://ps3.ign.com/articles/121/1215741p1.html,4-Jan-12,PlayStation 3,8.5,"Sports, Action",N
Amazing,Trine 2,http://ps3.ign.com/articles/121/1215662p1.html,3-Jan-12,PlayStation 3,9,Action,Y
Okay,All Zombies Must Die,http://ps3.ign.com/articles/121/1215657p1.html,3-Jan-12,PlayStation 3,6.5,Action,N
Mediocre,Postal III,http://pc.ign.com/articles/121/1215646p1.html,3-Jan-12,PC,5.5,Shooter,N
Okay,All Zombies Must Die,http://xboxlive.ign.com/articles/121/1215660p1.html,3-Jan-12,Xbox 360,6.5,Action,N
Great,Bionic Commando,http://ds.ign.com/articles/121/1215626p1.html,2-Jan-12,Nintendo 3DS,8,Action,N
Bad,Cake Ninja,http://ds.ign.com/articles/121/1215624p1.html,2-Jan-12,Nintendo DSi,4,Simulation,N
Okay,Slingo Supreme,http://ds.ign.com/articles/121/1215694p1.html,2-Jan-12,Nintendo DSi,6,Party,N
Good,Carmen Sandiego Adventures in Math: The Big Ben Burglary,http://wii.ign.com/articles/121/1215691p1.html,2-Jan-12,Wii,7,"Puzzle, Adventure",N
Good,VVVVVV,http://ds.ign.com/articles/121/1215630p1.html,2-Jan-12,Nintendo 3DS,7.5,Platformer,N
Great,Mighty Switch Force,http://ds.ign.com/articles/121/1215199p1.html,23-Dec-11,Nintendo 3DS,8,Action,N
Great,Doodle Fit,http://ds.ign.com/articles/121/1216108p1.html,22-Dec-11,Nintendo DSi,8,Puzzle,N
Good,Soulcalibur V,http://ps3.ign.com/articles/121/1217588p1.html,31-Jan-12,PlayStation 3,7.5,Fighting,N
Okay,Oil Rush,http://pc.ign.com/articles/121/1217647p1.html,31-Jan-12,PC,6.5,Strategy,N
Awful,NeverDead,http://xbox360.ign.com/articles/121/1217615p1.html,31-Jan-12,Xbox 360,3,Action,N
Awful,NeverDead,http://ps3.ign.com/articles/121/1217637p1.html,31-Jan-12,PlayStation 3,3,Action,N
Great,Puddle,http://ps3.ign.com/articles/121/1217633p1.html,31-Jan-12,PlayStation 3,8,Puzzle,N
Great,Puddle,http://xboxlive.ign.com/articles/121/1217551p1.html,31-Jan-12,Xbox 360,8,Puzzle,N
Amazing,Kingdom Rush,http://wireless.ign.com/articles/121/1217601p1.html,31-Jan-12,iPad,9,Strategy,Y
Mediocre,SOL: Exodus,http://pc.ign.com/articles/121/1217421p1.html,27-Jan-12,PC,5.5,Action,N
Great,Final Fantasy XIII-2,http://xbox360.ign.com/articles/121/1217389p1.html,27-Jan-12,Xbox 360,8,RPG,N
Great,Final Fantasy XIII-2,http://ps3.ign.com/articles/121/1217386p1.html,27-Jan-12,PlayStation 3,8,RPG,N
Mediocre,Crazy Machines Elements,http://ps3.ign.com/articles/121/1217168p1.html,26-Jan-12,PlayStation 3,5.5,Puzzle,N
Great,Mutant Mudds,http://ds.ign.com/articles/121/1217148p1.html,26-Jan-12,Nintendo 3DS,8.5,Platformer,Y
Good,ScaryGirl,http://ps3.ign.com/articles/121/1217214p1.html,25-Jan-12,PlayStation 3,7.5,Adventure,N
Good,Quarrel,http://xboxlive.ign.com/articles/121/1217195p1.html,25-Jan-12,Xbox 360,7,Puzzle,N
Good,Jazz: Trump's Journey,http://wireless.ign.com/articles/121/1217252p1.html,25-Jan-12,iPhone,7.5,Platformer,N
Okay,Unstoppable Gorg,http://pc.ign.com/articles/121/1217160p1.html,24-Jan-12,PC,6.5,Strategy,N
Good,Your Shape: Fitness Evolved 2012,http://xbox360.ign.com/articles/121/1217007p1.html,24-Jan-12,Xbox 360,7.5,Sports,N
Okay,Super Crate Box,http://wireless.ign.com/articles/121/1217153p1.html,24-Jan-12,iPhone,6.5,Action,N
Okay,World Cruise Story,http://wireless.ign.com/articles/121/1215413p1.html,20-Jan-12,Android,6,Simulation,N
Great,Lock 'n' Chase,http://ds.ign.com/articles/121/1216865p1.html,20-Jan-12,Nintendo 3DS,8.5,Action,Y
Good,ScaryGirl,http://xboxlive.ign.com/articles/121/1216889p1.html,20-Jan-12,Xbox 360,7.5,Adventure,N
Great,Run Roo Run,http://wireless.ign.com/articles/121/1216939p1.html,20-Jan-12,iPhone,8,Platformer,N
Good,Pocket League Story,http://wireless.ign.com/articles/121/1216720p1.html,18-Jan-12,iPhone,7.5,"Sports, Simulation",N
Great,Dustforce,http://pc.ign.com/articles/121/1216773p1.html,18-Jan-12,PC,8,Platformer,N
Good,Zen Pinball 3D,http://ds.ign.com/articles/121/1216419p1.html,12-Jan-12,Nintendo 3DS,7.5,Pinball,N
Amazing,UFC Undisputed 3,http://ps3.ign.com/articles/121/1218339p1.html,9-Feb-12,PlayStation 3,9,Fighting,Y
Amazing,UFC Undisputed 3,http://xbox360.ign.com/articles/121/1218315p1.html,9-Feb-12,Xbox 360,9,Fighting,Y
Awful,Maru's Mission,http://ds.ign.com/articles/121/1218381p1.html,9-Feb-12,Nintendo 3DS,3,Action,N
Good,4 Elements II,http://pc.ign.com/articles/121/1218340p1.html,9-Feb-12,PC,7.5,Puzzle,N
Great,Grand Slam Tennis 2,http://xbox360.ign.com/articles/121/1218371p1.html,9-Feb-12,Xbox 360,8.5,Sports,N
Great,Triple Town,http://wireless.ign.com/articles/121/1218267p1.html,8-Feb-12,iPhone,8,Puzzle,N
Amazing,Kingdoms of Amalur: Reckoning,http://pc.ign.com/articles/121/1218160p1.html,7-Feb-12,PC,9,RPG,Y
Great,The Darkness II,http://xbox360.ign.com/articles/121/1218105p1.html,7-Feb-12,Xbox 360,8,Shooter,N
Great,The Simpsons: The Arcade Game,http://ps3.ign.com/articles/121/1218194p1.html,7-Feb-12,PlayStation 3,8,"Fighting, Action",N
Great,Resident Evil Revelations,http://ds.ign.com/articles/121/1217277p1.html,7-Feb-12,Nintendo 3DS,8.5,"Action, Adventure",Y
Great,The Darkness II,http://ps3.ign.com/articles/121/1218122p1.html,7-Feb-12,PlayStation 3,8,Shooter,N
Great,The Darkness II,http://pc.ign.com/articles/121/1218151p1.html,7-Feb-12,PC,8,Shooter,N
Amazing,Jak and Daxter Collection,http://ps3.ign.com/articles/121/1218157p1.html,7-Feb-12,PlayStation 3,9,Platformer,Y
Great,Shank 2,http://pc.ign.com/articles/121/1218046p1.html,6-Feb-12,PC,8.5,Action,N
Amazing,Kingdoms of Amalur: Reckoning,http://xbox360.ign.com/articles/121/1218070p1.html,6-Feb-12,Xbox 360,9,RPG,Y
Great,Shank 2,http://ps3.ign.com/articles/121/1218045p1.html,6-Feb-12,PlayStation 3,8.5,Action,N
Great,Shank 2,http://xboxlive.ign.com/articles/121/1218018p1.html,6-Feb-12,Xbox 360,8.5,Action,N
Good,Rhythm Heaven Fever,http://wii.ign.com/articles/121/1218100p1.html,6-Feb-12,Wii,7,Music,N
Amazing,Kingdoms of Amalur: Reckoning,http://ps3.ign.com/articles/121/1216517p1.html,3-Feb-12,PlayStation 3,9,RPG,Y
Bad,Zack Zero,http://ps3.ign.com/articles/121/1217949p1.html,3-Feb-12,PlayStation 3,4,Platformer,N
Great,The Simpsons: The Arcade Game,http://xboxlive.ign.com/articles/121/1217890p1.html,3-Feb-12,Xbox 360,8,"Fighting, Action",N
Amazing,Sakura Samurai: Art of the Sword,http://ds.ign.com/articles/121/1217617p1.html,2-Feb-12,Nintendo 3DS,9,Action,Y
Good,New Orbit,http://wireless.ign.com/articles/121/1217736p1.html,1-Feb-12,iPhone,7,Adventure,N
Great,Happy Action Theater,http://xboxlive.ign.com/articles/121/1217687p1.html,1-Feb-12,Xbox 360,8,Party,N
Good,Soulcalibur V,http://xbox360.ign.com/articles/121/1217533p1.html,31-Jan-12,Xbox 360,7.5,Fighting,N
Good,Army Corps of Hell,http://vita.ign.com/articles/121/1218638p1.html,14-Feb-12,PlayStation Vita,7,Action,N
Okay,Asphalt Injection,http://vita.ign.com/articles/121/1218647p1.html,14-Feb-12,PlayStation Vita,6,Racing,N
Good,Tales of the Abyss,http://ds.ign.com/articles/121/1216135p1.html,14-Feb-12,Nintendo 3DS,7,RPG,N
Mediocre,Dungeon Hunter: Alliance,http://vita.ign.com/articles/121/1218646p1.html,14-Feb-12,PlayStation Vita,5.5,"Action, RPG",N
Okay,Touch My Katamari,http://vita.ign.com/articles/121/1218636p1.html,14-Feb-12,PlayStation Vita,6,Action,N
Great,BlazBlue: Continuum Shift Extend,http://vita.ign.com/articles/121/1218625p1.html,14-Feb-12,PlayStation Vita,8.5,Fighting,Y
Okay,Michael Jackson: The Experience HD,http://vita.ign.com/articles/121/1218604p1.html,14-Feb-12,PlayStation Vita,6.5,Music,N
Okay,King Arthur II: The Role-Playing Wargame,http://pc.ign.com/articles/121/1218703p1.html,14-Feb-12,PC,6,Strategy,N
Amazing,Twisted Metal,http://ps3.ign.com/articles/121/1218538p1.html,14-Feb-12,PlayStation 3,9,"Racing, Action",Y
Good,Tekken 3D: Prime Edition,http://ds.ign.com/articles/121/1218640p1.html,14-Feb-12,Nintendo 3DS,7.5,Fighting,N
Okay,Mario & Sonic at the London 2012 Olympic Games,http://ds.ign.com/articles/121/1218504p1.html,14-Feb-12,Nintendo 3DS,6.5,Sports,N
Great,Uncharted: Golden Abyss,http://vita.ign.com/articles/121/1218557p1.html,13-Feb-12,PlayStation Vita,8.5,"Action, Adventure",Y
Amazing,Rayman Origins,http://vita.ign.com/articles/121/1218602p1.html,13-Feb-12,PlayStation Vita,9,Platformer,Y
Good,ModNation Racers: Road Trip,http://vita.ign.com/articles/121/1218559p1.html,13-Feb-12,PlayStation Vita,7,Racing,N
Great,Ultimate Marvel Vs. Capcom 3,http://vita.ign.com/articles/121/1218524p1.html,13-Feb-12,PlayStation Vita,8,Fighting,N
Great,FIFA Soccer [PlayStation Vita edition],http://vita.ign.com/articles/121/1218540p1.html,13-Feb-12,PlayStation Vita,8,Sports,N
Amazing,Super Stardust Delta,http://vita.ign.com/articles/121/1218495p1.html,13-Feb-12,PlayStation Vita,9.5,Shooter,Y
Amazing,Lumines: Electronic Symphony,http://vita.ign.com/articles/121/1218560p1.html,13-Feb-12,PlayStation Vita,9,Puzzle,Y
Okay,Little Deviants,http://vita.ign.com/articles/121/1218498p1.html,13-Feb-12,PlayStation Vita,6,Simulation,N
Great,Dear Esther,http://pc.ign.com/articles/121/1218568p1.html,13-Feb-12,PC,8,Adventure,N
Good,Gotham City Impostors,http://ps3.ign.com/articles/121/1218475p1.html,10-Feb-12,PlayStation 3,7,Shooter,N
Good,Gotham City Impostors,http://xbox360.ign.com/articles/121/1218491p1.html,10-Feb-12,Xbox 360,7,Shooter,N
Great,Grand Slam Tennis 2,http://ps3.ign.com/articles/121/1218429p1.html,10-Feb-12,PlayStation 3,8.5,Sports,N
Good,Gotham City Impostors,http://pc.ign.com/articles/121/1218492p1.html,10-Feb-12,PC,7,Shooter,N
Mediocre,Pineapple Smash Crew,http://pc.ign.com/articles/121/1218489p1.html,10-Feb-12,PC,5.5,Shooter,N
Good,Hustle Kings,http://vita.ign.com/articles/121/1219329p1.html,23-Feb-12,PlayStation Vita,7,Sports,N
Amazing,Beat Sneak Bandit,http://wireless.ign.com/articles/121/1219237p1.html,22-Feb-12,iPhone,9,"Music, Action",Y
Great,Dillon's Rolling Western,http://ds.ign.com/articles/121/1219223p1.html,22-Feb-12,Nintendo 3DS,8,Adventure,N
Good,Virtua Tennis 4: World Tour Edition,http://vita.ign.com/articles/121/1219216p1.html,22-Feb-12,PlayStation Vita,7.5,Sports,N
Great,Dynasty Warriors Next,http://vita.ign.com/articles/121/1219198p1.html,22-Feb-12,PlayStation Vita,8,Action,N
Great,League of Evil 2,http://wireless.ign.com/articles/121/1219153p1.html,21-Feb-12,iPhone,8,Platformer,N
Good,Binary Domain,http://xbox360.ign.com/articles/121/1219065p1.html,21-Feb-12,Xbox 360,7.5,Action,N
Good,Binary Domain,http://ps3.ign.com/articles/121/1219149p1.html,21-Feb-12,PlayStation 3,7.5,Action,N
Good,Syndicate,http://pc.ign.com/articles/121/1219102p1.html,21-Feb-12,PC,7.5,Action,N
Bad,Shinobido 2: Revenge of Zen,http://vita.ign.com/articles/121/1219161p1.html,21-Feb-12,PlayStation Vita,4.5,Action,N
Good,Syndicate,http://ps3.ign.com/articles/121/1219101p1.html,21-Feb-12,PlayStation 3,7.5,Action,N
Good,Syndicate,http://xbox360.ign.com/articles/121/1219077p1.html,21-Feb-12,Xbox 360,7.5,Action,N
Great,MotorStorm RC,http://vita.ign.com/articles/121/1219073p1.html,20-Feb-12,PlayStation Vita,8.5,Racing,Y
Good,F1 2011,http://vita.ign.com/articles/121/1219058p1.html,20-Feb-12,PlayStation Vita,7,Racing,N
Great,Warp,http://xboxlive.ign.com/articles/121/1219057p1.html,19-Feb-12,Xbox 360,8.5,Action,Y
Amazing,Tales from Space: Mutant Blobs Attack,http://vita.ign.com/articles/121/1219029p1.html,17-Feb-12,PlayStation Vita,9,Platformer,Y
Great,Alan Wake's American Nightmare,http://xboxlive.ign.com/articles/121/1218803p1.html,17-Feb-12,Xbox 360,8,Action,N
Great,Escape Plan,http://vita.ign.com/articles/121/1219032p1.html,17-Feb-12,PlayStation Vita,8,"Puzzle, Action",N
Good,Asura's Wrath,http://ps3.ign.com/articles/121/1218975p1.html,17-Feb-12,PlayStation 3,7.5,Action,N
Good,Asura's Wrath,http://xbox360.ign.com/articles/121/1218977p1.html,17-Feb-12,Xbox 360,7.5,Action,N
Okay,The House of the Dead III,http://ps3.ign.com/articles/121/1218940p1.html,16-Feb-12,PlayStation 3,6.5,Shooter,N
Okay,Hot Shots Golf: World Invitational,http://vita.ign.com/articles/121/1218539p1.html,16-Feb-12,PlayStation Vita,6.5,Sports,N
Great,Ninja Gaiden Sigma Plus,http://vita.ign.com/articles/121/1218933p1.html,16-Feb-12,PlayStation Vita,8,Action,N
Amazing,Alan Wake,http://pc.ign.com/articles/121/1218682p1.html,15-Feb-12,PC,9,Action,Y
Okay,Rhythm Party,http://xboxlive.ign.com/articles/121/1218755p1.html,15-Feb-12,Xbox 360,6.5,Music,N
Amazing,Mass Effect 3,http://pc.ign.com/articles/121/1219446p1.html,12-Mar-12,PC,9.5,RPG,Y
Bad,Silent Hill: Downpour,http://ps3.ign.com/articles/122/1220529p1.html,11-Mar-12,PlayStation 3,4.5,Adventure,N
Good,Mario Party 9,http://wii.ign.com/articles/122/1220456p1.html,9-Mar-12,Wii,7,Party,N
Awful,Ridge Racer,http://vita.ign.com/articles/122/1220414p1.html,9-Mar-12,PlayStation Vita,3,Racing,N
Great,MLB 12: The Show,http://vita.ign.com/articles/122/1220235p1.html,7-Mar-12,PlayStation Vita,8,Sports,N
Great,Wargame: European Escalation,http://pc.ign.com/articles/122/1220232p1.html,7-Mar-12,PC,8,Strategy,N
Great,MLB 12: The Show,http://ps3.ign.com/articles/122/1220213p1.html,7-Mar-12,PlayStation 3,8.5,Sports,N
Good,Major League Baseball 2K12,http://xbox360.ign.com/articles/122/1220077p1.html,6-Mar-12,Xbox 360,7,Sports,N
Amazing,Mass Effect 3,http://ps3.ign.com/articles/121/1219416p1.html,6-Mar-12,PlayStation 3,9.5,RPG,Y
Good,Unit 13,http://vita.ign.com/articles/122/1220066p1.html,6-Mar-12,PlayStation Vita,7.5,Shooter,N
Amazing,Mass Effect 3,http://xbox360.ign.com/articles/121/1219445p1.html,6-Mar-12,Xbox 360,9.5,RPG,Y
Bad,I Am Alive,http://xboxlive.ign.com/articles/122/1220061p1.html,6-Mar-12,Xbox 360,4.5,Action,N
Good,Major League Baseball 2K12,http://ps3.ign.com/articles/122/1220078p1.html,6-Mar-12,PlayStation 3,7,Sports,N
Great,Crusader Kings II,http://pc.ign.com/articles/122/1220012p1.html,5-Mar-12,PC,8,Strategy,N
Amazing,Street Fighter x Tekken,http://xbox360.ign.com/articles/121/1219968p1.html,5-Mar-12,Xbox 360,9,Fighting,Y
Great,Realm of the Mad God,http://pc.ign.com/articles/122/1220010p1.html,5-Mar-12,Web Games,8,"Action, RPG",N
Amazing,Street Fighter x Tekken,http://ps3.ign.com/articles/121/1219973p1.html,5-Mar-12,PlayStation 3,9,Fighting,Y
Amazing,Journey,http://ps3.ign.com/articles/121/1219641p1.html,1-Mar-12,PlayStation 3,9,Adventure,Y
Okay,PokéPark 2: Wonders Beyond,http://wii.ign.com/articles/121/1219411p1.html,27-Feb-12,Wii,6.5,Adventure,N
Great,Nexuiz,http://xboxlive.ign.com/articles/121/1219489p1.html,27-Feb-12,Xbox 360,8,Shooter,N
Amazing,SSX,http://ps3.ign.com/articles/121/1219448p1.html,24-Feb-12,PlayStation 3,9,Sports,Y
Amazing,Plants vs. Zombies,http://vita.ign.com/articles/121/1219447p1.html,24-Feb-12,PlayStation Vita,9,Strategy,Y
Great,Metal Gear Solid 3D Snake Eater,http://ds.ign.com/articles/121/1219426p1.html,24-Feb-12,Nintendo 3DS,8.5,Action,Y
Amazing,SSX,http://xbox360.ign.com/articles/121/1219417p1.html,24-Feb-12,Xbox 360,9,Sports,Y
Great,The Last Story,http://wii.ign.com/articles/121/1219299p1.html,23-Feb-12,Wii,8.5,RPG,Y
Amazing,Sine Mora,http://xboxlive.ign.com/articles/122/1221210p1.html,21-Mar-12,Xbox 360,9,Shooter,Y
Good,Rayman 3: Hoodlum Havoc HD,http://xboxlive.ign.com/articles/122/1221283p1.html,21-Mar-12,Xbox 360,7,Platformer,N
Bad,Resident Evil: Operation Raccoon City,http://xbox360.ign.com/articles/122/1221157p1.html,20-Mar-12,Xbox 360,4,"Action, Adventure",N
Great,Kingdoms of Amalur: Reckoning -- The Legend of Dead Kel,http://xbox360.ign.com/articles/121/1219673p1.html,20-Mar-12,Xbox 360,8,"Action, RPG",N
Bad,Resident Evil: Operation Raccoon City,http://ps3.ign.com/articles/122/1221156p1.html,20-Mar-12,PlayStation 3,4,"Action, Adventure",N
Great,Kingdoms of Amalur: Reckoning -- The Legend of Dead Kel,http://ps3.ign.com/articles/121/1219675p1.html,20-Mar-12,PlayStation 3,8,"Action, RPG",N
Bad,Defenders of Ardania,http://pc.ign.com/articles/122/1221120p1.html,19-Mar-12,PC,4.5,Strategy,N
Bad,Defenders of Ardania,http://xboxlive.ign.com/articles/122/1221119p1.html,19-Mar-12,Xbox 360,4.5,Strategy,N
Amazing,Silent Hill HD Collection,http://ps3.ign.com/articles/122/1221122p1.html,19-Mar-12,PlayStation 3,9,"Adventure, Compilation",N
Awful,Ninja Gaiden III,http://ps3.ign.com/articles/122/1221070p1.html,19-Mar-12,PlayStation 3,3,Action,N
Awful,Ninja Gaiden III,http://xbox360.ign.com/articles/122/1221032p1.html,19-Mar-12,Xbox 360,3,Action,N
Amazing,Silent Hill HD Collection,http://xbox360.ign.com/articles/122/1221059p1.html,19-Mar-12,Xbox 360,9,"Adventure, Compilation",N
Great,Dungeon Village,http://wireless.ign.com/articles/122/1221110p1.html,19-Mar-12,Android,8,Simulation,N
Great,FIFA Street,http://xbox360.ign.com/articles/122/1220732p1.html,15-Mar-12,Xbox 360,8,Sports,N
Great,FIFA Street,http://ps3.ign.com/articles/122/1220869p1.html,15-Mar-12,PlayStation 3,8,Sports,N
Great,Waves,http://pc.ign.com/articles/122/1220713p1.html,14-Mar-12,PC,8.5,Shooter,N
Bad,Shoot Many Robots,http://ps3.ign.com/articles/122/1220830p1.html,14-Mar-12,PlayStation 3,4.5,Shooter,N
Bad,Shoot Many Robots,http://xboxlive.ign.com/articles/122/1220801p1.html,14-Mar-12,Xbox 360,4.5,Shooter,N
Bad,Silent Hill: Downpour,http://xbox360.ign.com/articles/122/1220733p1.html,14-Mar-12,Xbox 360,4.5,Adventure,N
Okay,Mass Effect Infiltrator,http://wireless.ign.com/articles/122/1220676p1.html,14-Mar-12,iPhone,6.5,RPG,N
Mediocre,Microsoft Flight,http://pc.ign.com/articles/122/1220696p1.html,14-Mar-12,PC,5,"Flight, Simulation",N
Mediocre,Yakuza: Dead Souls,http://ps3.ign.com/articles/122/1220639p1.html,13-Mar-12,PlayStation 3,5,Action,N
Great,Warp,http://ps3.ign.com/articles/122/1220694p1.html,13-Mar-12,PlayStation 3,8.5,Action,Y
Great,Naruto Shippuden: Ultimate Ninja Storm Generations,http://xbox360.ign.com/articles/122/1220651p1.html,13-Mar-12,Xbox 360,8.5,Fighting,Y
Great,Naruto Shippuden: Ultimate Ninja Storm Generations,http://ps3.ign.com/articles/122/1220647p1.html,13-Mar-12,PlayStation 3,8.5,Fighting,Y
Great,Warriors Orochi 3,http://xbox360.ign.com/articles/122/1222398p1.html,5-Apr-12,Xbox 360,8.5,Action,Y
Great,The Pinball Arcade,http://xboxlive.ign.com/articles/122/1222407p1.html,5-Apr-12,Xbox 360,8.5,Pinball,N
Mediocre,Diabolical Pitch,http://xboxlive.ign.com/articles/122/1222435p1.html,5-Apr-12,Xbox 360,5.5,Action,N
Great,Warriors Orochi 3,http://ps3.ign.com/articles/122/1222397p1.html,5-Apr-12,PlayStation 3,8.5,Action,Y
Amazing,Colors! 3D,http://ds.ign.com/articles/122/1222445p1.html,5-Apr-12,Nintendo 3DS,9,Productivity,Y
Amazing,Xenoblade Chronicles,http://wii.ign.com/articles/118/1187845p1.html,3-Apr-12,Wii,9,RPG,Y
Mediocre,Kinect: Star Wars,http://xbox360.ign.com/articles/122/1222167p1.html,3-Apr-12,Xbox 360,5.5,Action,N
Amazing,Total War: Shogun 2 -- Fall of The Samurai,http://pc.ign.com/articles/122/1222058p1.html,3-Apr-12,PC,9,Strategy,Y
Great,MotorStorm RC,http://ps3.ign.com/articles/122/1222191p1.html,3-Apr-12,PlayStation 3,8.5,Racing,Y
Okay,Tiger Woods PGA Tour 13,http://ps3.ign.com/articles/122/1222126p1.html,2-Apr-12,PlayStation 3,6.5,Sports,N
Good,South Park: Tenorman's Revenge,http://xboxlive.ign.com/articles/122/1221988p1.html,30-Mar-12,Xbox 360,7,Platformer,N
Painful,Gettysburg: Armored Warfare,http://pc.ign.com/articles/122/1222025p1.html,30-Mar-12,PC,2,Strategy,N
Good,Devil May Cry HD Collection,http://ps3.ign.com/articles/122/1222060p1.html,30-Mar-12,PlayStation 3,7.5,Compilation,N
Good,Devil May Cry HD Collection,http://xbox360.ign.com/articles/122/1222054p1.html,30-Mar-12,Xbox 360,7.5,Compilation,N
Amazing,Rayman Origins,http://pc.ign.com/articles/122/1221958p1.html,29-Mar-12,PC,9.5,Platformer,Y
Good,Armored Core V,http://ps3.ign.com/articles/122/1221168p1.html,27-Mar-12,PlayStation 3,7.5,Simulation,N
Great,Closure,http://ps3.ign.com/articles/122/1221774p1.html,27-Mar-12,PlayStation 3,8.5,Puzzle,Y
Okay,Tiger Woods PGA Tour 13,http://xbox360.ign.com/articles/122/1221576p1.html,27-Mar-12,Xbox 360,6.5,Sports,N
Good,Armored Core V,http://xbox360.ign.com/articles/122/1221804p1.html,27-Mar-12,Xbox 360,7.5,Simulation,N
Okay,Kinect Rush: A Disney / Pixar Adventure,http://xbox360.ign.com/articles/122/1221791p1.html,27-Mar-12,Xbox 360,6,Action,N
Great,Chaos Rings II,http://wireless.ign.com/articles/122/1221641p1.html,26-Mar-12,iPhone,8.5,RPG,N
Great,Kid Icarus Uprising,http://ds.ign.com/articles/122/1221062p1.html,23-Mar-12,Nintendo 3DS,8.5,Action,N
Mediocre,Sumioni: Demon Arts,http://vita.ign.com/articles/122/1221526p1.html,23-Mar-12,PlayStation Vita,5.5,Action,N
Great,Angry Birds Space,http://wireless.ign.com/articles/122/1221523p1.html,23-Mar-12,iPhone,8.5,"Puzzle, Action",Y
Good,Rayman 3: Hoodlum Havoc HD,http://ps3.ign.com/articles/122/1221306p1.html,21-Mar-12,PlayStation 3,7,Platformer,N
Okay,Risen 2: Dark Waters,http://pc.ign.com/articles/122/1223508p1.html,23-Apr-12,PC,6.5,RPG,N
Good,StarDrone Extreme,http://vita.ign.com/articles/122/1223591p1.html,23-Apr-12,PlayStation Vita,7.5,Action,N
Good,Prototype 2,http://xbox360.ign.com/articles/122/1223534p1.html,23-Apr-12,Xbox 360,7,Action,N
Great,The Pinball Arcade,http://ps3.ign.com/articles/122/1223497p1.html,21-Apr-12,PlayStation 3,8.5,Pinball,N
Great,The Pinball Arcade,http://vita.ign.com/articles/122/1223498p1.html,21-Apr-12,PlayStation Vita,8.5,Pinball,N
Great,Lone Survivor,http://pc.ign.com/articles/122/1223463p1.html,20-Apr-12,PC,8.5,Adventure,Y
Great,Insanely Twisted Shadow Planet,http://pc.ign.com/articles/122/1223373p1.html,19-Apr-12,PC,8,Shooter,N
Amazing,The Witcher 2: Assassins of Kings (Enhanced Edition),http://pc.ign.com/articles/122/1223335p1.html,19-Apr-12,PC,9,RPG,Y
Amazing,Tribes: Ascend,http://pc.ign.com/articles/122/1223384p1.html,19-Apr-12,PC,9,Action,Y
Okay,Max Payne,http://wireless.ign.com/articles/122/1223196p1.html,18-Apr-12,iPhone,6,Action,N
Great,Disgaea 3: Absence of Detention,http://vita.ign.com/articles/122/1223143p1.html,17-Apr-12,PlayStation Vita,8.5,"Strategy, RPG",Y
Amazing,Trials Evolution,http://xboxlive.ign.com/articles/122/1223169p1.html,17-Apr-12,Xbox 360,9,Racing,Y
Great,Blacklight: Retribution,http://pc.ign.com/articles/122/1223020p1.html,13-Apr-12,PC,8.5,Shooter,Y
Great,The Witcher 2: Assassins of Kings (Enhanced Edition),http://xbox360.ign.com/articles/122/1222949p1.html,13-Apr-12,Xbox 360,8.5,RPG,Y
Mediocre,Spirit Camera: The Cursed Memoir,http://ds.ign.com/articles/122/1222604p1.html,13-Apr-12,Nintendo 3DS,5.5,Adventure,N
Okay,Sour Patch Kids: World Gone Sour,http://ps3.ign.com/articles/122/1222913p1.html,13-Apr-12,PlayStation 3,6.5,Action,N
Good,Pandora's Tower,http://wii.ign.com/articles/122/1222944p1.html,13-Apr-12,Wii,7,Adventure,N
Amazing,Ketzal's Corridors,http://ds.ign.com/articles/122/1222920p1.html,12-Apr-12,Nintendo 3DS,9,"Puzzle, Action",Y
Amazing,Fez,http://xboxlive.ign.com/articles/122/1222726p1.html,11-Apr-12,Xbox 360,9.5,Platformer,Y
Great,The Splatters,http://xboxlive.ign.com/articles/122/1222587p1.html,9-Apr-12,Xbox 360,8,"Puzzle, Action",N
Bad,I Am Alive,http://ps3.ign.com/articles/122/1224519p1.html,9-Apr-12,PlayStation 3,4.5,Action,N
Great,Legend of Grimrock,http://pc.ign.com/articles/122/1222602p1.html,9-Apr-12,PC,8.5,RPG,Y
Great,Skullgirls,http://xboxlive.ign.com/articles/122/1222568p1.html,9-Apr-12,Xbox 360,8.5,Fighting,Y
